timestamp,model,graph,features,graph_features,runs,target,mae_mean,mae_std,mae_stderr,r2_mean,r2_std,smape_mean,smape_std,status,error
2026-01-13T19:24:29.098362,lightgbm,us26,traffic,no,20,sumOfSlots,180.764,22.76,5.089,-0.196,0.221,0.058,0.007,success,
2026-01-13T19:24:29.098373,lightgbm,us26,traffic,no,20,avgActiveTransceivers,4.687,0.781,0.175,0.188,0.243,0.023,0.004,success,
2026-01-13T19:24:35.033840,lightgbm,us26,all,yes,20,highestSlot,19.212,2.993,0.669,-0.005,0.335,0.132,0.021,success,
2026-01-13T19:24:35.033879,lightgbm,us26,all,yes,20,avgHighestSlot,4.39,0.811,0.181,0.473,0.146,0.066,0.011,success,
2026-01-13T19:24:35.033891,lightgbm,us26,all,yes,20,sumOfSlots,84.212,11.467,2.564,0.726,0.075,0.027,0.004,success,
2026-01-13T19:24:35.033902,lightgbm,us26,all,yes,20,avgActiveTransceivers,3.216,0.49,0.109,0.597,0.185,0.016,0.002,success,
2026-01-13T19:24:39.061847,lightgbm,us26,all,no,20,highestSlot,21.127,3.067,0.686,-0.351,0.425,0.144,0.02,success,
2026-01-13T19:24:39.061906,lightgbm,us26,all,no,20,avgHighestSlot,6.086,0.932,0.208,-0.103,0.212,0.091,0.013,success,
2026-01-13T19:24:39.061933,lightgbm,us26,all,no,20,sumOfSlots,169.613,20.957,4.686,-0.103,0.167,0.054,0.006,success,
2026-01-13T19:24:39.061958,lightgbm,us26,all,no,20,avgActiveTransceivers,3.242,0.615,0.138,0.603,0.159,0.016,0.003,success,
2026-01-13T19:24:47.568066,lightgbm,both,basic,yes,20,highestSlot,14.623,1.976,0.442,0.64,0.082,0.113,0.011,success,
2026-01-13T19:24:47.568141,lightgbm,both,basic,yes,20,avgHighestSlot,3.653,0.359,0.08,0.499,0.093,0.055,0.006,success,
2026-01-13T19:24:47.568176,lightgbm,both,basic,yes,20,sumOfSlots,85.187,11.108,2.484,0.889,0.027,0.025,0.003,success,
2026-01-13T19:24:47.568208,lightgbm,both,basic,yes,20,avgActiveTransceivers,3.569,0.344,0.077,0.498,0.15,0.018,0.002,success,
2026-01-13T19:24:52.005210,lightgbm,both,basic,no,20,highestSlot,31.906,3.482,0.779,-0.416,0.294,0.257,0.026,success,
2026-01-13T19:24:52.005246,lightgbm,both,basic,no,20,avgHighestSlot,5.661,0.714,0.16,-0.219,0.25,0.086,0.011,success,
2026-01-13T19:24:52.005258,lightgbm,both,basic,no,20,sumOfSlots,319.618,41.393,9.256,-0.351,0.293,0.094,0.012,success,
2026-01-13T19:24:52.005270,lightgbm,both,basic,no,20,avgActiveTransceivers,3.44,0.348,0.078,0.531,0.134,0.017,0.002,success,
2026-01-13T19:25:00.854553,lightgbm,both,topology,yes,20,highestSlot,14.697,1.985,0.444,0.654,0.08,0.114,0.011,success,
2026-01-13T19:25:00.854602,lightgbm,both,topology,yes,20,avgHighestSlot,4.153,0.313,0.07,0.363,0.121,0.063,0.005,success,
2026-01-13T19:25:00.854618,lightgbm,both,topology,yes,20,sumOfSlots,118.681,18.473,4.131,0.782,0.054,0.034,0.005,success,
2026-01-13T19:25:00.854633,lightgbm,both,topology,yes,20,avgActiveTransceivers,5.941,0.597,0.133,-0.405,0.332,0.029,0.003,success,
2026-01-13T19:25:05.632180,lightgbm,both,topology,no,20,highestSlot,18.066,2.293,0.513,0.481,0.12,0.142,0.013,success,
2026-01-13T19:25:05.632222,lightgbm,both,topology,no,20,avgHighestSlot,5.542,0.477,0.107,-0.219,0.233,0.084,0.007,success,
2026-01-13T19:25:05.632235,lightgbm,both,topology,no,20,sumOfSlots,217.172,13.248,2.962,0.309,0.099,0.064,0.004,success,
2026-01-13T19:25:05.632246,lightgbm,both,topology,no,20,avgActiveTransceivers,5.694,0.581,0.13,-0.308,0.22,0.028,0.003,success,
2026-01-13T19:25:14.580249,lightgbm,both,distribution,yes,20,highestSlot,14.361,1.901,0.425,0.651,0.082,0.111,0.011,success,
2026-01-13T19:25:14.580284,lightgbm,both,distribution,yes,20,avgHighestSlot,3.608,0.333,0.074,0.525,0.083,0.055,0.005,success,
2026-01-13T19:25:14.580296,lightgbm,both,distribution,yes,20,sumOfSlots,81.727,11.145,2.492,0.897,0.025,0.024,0.003,success,
2026-01-13T19:25:14.580308,lightgbm,both,distribution,yes,20,avgActiveTransceivers,3.28,0.313,0.07,0.563,0.111,0.016,0.002,success,
2026-01-13T19:25:19.577196,lightgbm,both,distribution,no,20,highestSlot,32.944,3.14,0.702,-0.611,0.259,0.263,0.02,success,
2026-01-13T19:25:19.577240,lightgbm,both,distribution,no,20,avgHighestSlot,5.618,0.797,0.178,-0.177,0.205,0.085,0.012,success,
2026-01-13T19:25:19.577256,lightgbm,both,distribution,no,20,sumOfSlots,320.802,34.535,7.722,-0.331,0.219,0.095,0.01,success,
2026-01-13T19:25:19.577270,lightgbm,both,distribution,no,20,avgActiveTransceivers,3.285,0.271,0.06,0.574,0.111,0.016,0.001,success,
2026-01-13T19:25:28.434644,lightgbm,both,traffic,yes,20,highestSlot,14.593,2.035,0.455,0.654,0.079,0.113,0.012,success,
2026-01-13T19:25:28.434683,lightgbm,both,traffic,yes,20,avgHighestSlot,3.88,0.396,0.089,0.45,0.134,0.059,0.006,success,
2026-01-13T19:25:28.434695,lightgbm,both,traffic,yes,20,sumOfSlots,106.764,11.676,2.611,0.83,0.034,0.031,0.003,success,
2026-01-13T19:25:28.434706,lightgbm,both,traffic,yes,20,avgActiveTransceivers,4.287,0.403,0.09,0.254,0.143,0.021,0.002,success,
2026-01-13T19:25:33.328414,lightgbm,both,traffic,no,20,highestSlot,20.189,2.551,0.57,0.364,0.14,0.161,0.015,success,
2026-01-13T19:25:33.328473,lightgbm,both,traffic,no,20,avgHighestSlot,5.584,0.422,0.094,-0.161,0.198,0.085,0.006,success,
2026-01-13T19:25:33.328521,lightgbm,both,traffic,no,20,sumOfSlots,249.585,27.824,6.222,0.108,0.181,0.074,0.008,success,
2026-01-13T19:25:33.328547,lightgbm,both,traffic,no,20,avgActiveTransceivers,4.08,0.421,0.094,0.305,0.163,0.02,0.002,success,
2026-01-13T19:25:43.348019,lightgbm,both,all,yes,20,highestSlot,14.628,2.111,0.472,0.643,0.086,0.113,0.012,success,
2026-01-13T19:25:43.348070,lightgbm,both,all,yes,20,avgHighestSlot,3.542,0.408,0.091,0.542,0.099,0.054,0.007,success,
2026-01-13T19:25:43.348082,lightgbm,both,all,yes,20,sumOfSlots,78.317,10.266,2.296,0.903,0.025,0.023,0.003,success,
2026-01-13T19:25:43.348093,lightgbm,both,all,yes,20,avgActiveTransceivers,2.865,0.295,0.066,0.677,0.091,0.014,0.001,success,
2026-01-13T19:25:49.554298,lightgbm,both,all,no,20,highestSlot,18.26,2.165,0.484,0.439,0.117,0.144,0.012,success,
2026-01-13T19:25:49.554337,lightgbm,both,all,no,20,avgHighestSlot,5.257,0.564,0.126,-0.031,0.175,0.08,0.009,success,
2026-01-13T19:25:49.554349,lightgbm,both,all,no,20,sumOfSlots,205.895,24.213,5.414,0.388,0.113,0.061,0.007,success,
2026-01-13T19:25:49.554360,lightgbm,both,all,no,20,avgActiveTransceivers,2.8,0.257,0.057,0.694,0.083,0.014,0.001,success,
2026-01-13T19:26:02.470057,catboost,euro28,basic,yes,20,highestSlot,7.647,0.931,0.208,0.198,0.104,0.078,0.009,success,
2026-01-13T19:26:02.470118,catboost,euro28,basic,yes,20,avgHighestSlot,3.274,0.388,0.087,0.481,0.09,0.049,0.006,success,
2026-01-13T19:26:02.470145,catboost,euro28,basic,yes,20,sumOfSlots,104.77,20.038,4.481,0.656,0.096,0.028,0.005,success,
2026-01-13T19:26:02.470170,catboost,euro28,basic,yes,20,avgActiveTransceivers,3.234,0.73,0.163,0.526,0.13,0.016,0.003,success,
2026-01-13T19:26:08.805463,catboost,euro28,basic,no,20,highestSlot,9.799,1.353,0.303,-0.299,0.291,0.1,0.014,success,
2026-01-13T19:26:08.805533,catboost,euro28,basic,no,20,avgHighestSlot,4.634,0.489,0.109,-0.08,0.208,0.07,0.008,success,
2026-01-13T19:26:08.805546,catboost,euro28,basic,no,20,sumOfSlots,173.372,22.507,5.033,0.057,0.233,0.047,0.006,success,
2026-01-13T19:26:08.805558,catboost,euro28,basic,no,20,avgActiveTransceivers,2.97,0.451,0.101,0.611,0.138,0.015,0.002,success,
2026-01-13T19:26:21.024520,catboost,euro28,topology,yes,20,highestSlot,8.168,0.776,0.174,0.068,0.135,0.083,0.008,success,
2026-01-13T19:26:21.024579,catboost,euro28,topology,yes,20,avgHighestSlot,3.78,0.511,0.114,0.339,0.116,0.057,0.008,success,
2026-01-13T19:26:21.024606,catboost,euro28,topology,yes,20,sumOfSlots,137.252,25.639,5.733,0.432,0.161,0.037,0.007,success,
2026-01-13T19:26:21.024631,catboost,euro28,topology,yes,20,avgActiveTransceivers,4.941,0.811,0.181,-0.095,0.218,0.024,0.004,success,
2026-01-13T19:26:26.598987,catboost,euro28,topology,no,20,highestSlot,9.175,0.883,0.197,-0.136,0.247,0.094,0.009,success,
2026-01-13T19:26:26.599026,catboost,euro28,topology,no,20,avgHighestSlot,4.855,0.676,0.151,-0.087,0.225,0.073,0.01,success,
2026-01-13T19:26:26.599061,catboost,euro28,topology,no,20,sumOfSlots,189.762,29.029,6.491,-0.158,0.196,0.051,0.008,success,
2026-01-13T19:26:26.599094,catboost,euro28,topology,no,20,avgActiveTransceivers,5.236,0.83,0.186,-0.304,0.47,0.026,0.004,success,
2026-01-13T19:26:41.964567,catboost,euro28,distribution,yes,20,highestSlot,8.003,0.825,0.185,0.168,0.107,0.082,0.008,success,
2026-01-13T19:26:41.964628,catboost,euro28,distribution,yes,20,avgHighestSlot,3.275,0.403,0.09,0.478,0.078,0.049,0.006,success,
2026-01-13T19:26:41.964655,catboost,euro28,distribution,yes,20,sumOfSlots,106.848,17.724,3.963,0.657,0.081,0.029,0.005,success,
2026-01-13T19:26:41.964681,catboost,euro28,distribution,yes,20,avgActiveTransceivers,3.203,0.753,0.168,0.532,0.155,0.016,0.004,success,
2026-01-13T19:26:50.200919,catboost,euro28,distribution,no,20,highestSlot,9.455,1.005,0.225,-0.15,0.233,0.096,0.01,success,
2026-01-13T19:26:50.200976,catboost,euro28,distribution,no,20,avgHighestSlot,4.408,0.509,0.114,0.034,0.194,0.067,0.008,success,
2026-01-13T19:26:50.200990,catboost,euro28,distribution,no,20,sumOfSlots,168.702,19.504,4.361,0.147,0.199,0.046,0.005,success,
2026-01-13T19:26:50.201002,catboost,euro28,distribution,no,20,avgActiveTransceivers,2.947,0.555,0.124,0.598,0.116,0.015,0.003,success,
2026-01-13T19:27:04.579915,catboost,euro28,traffic,yes,20,highestSlot,8.021,0.843,0.189,0.14,0.107,0.082,0.008,success,
2026-01-13T19:27:04.579966,catboost,euro28,traffic,yes,20,avgHighestSlot,3.507,0.444,0.099,0.406,0.106,0.053,0.007,success,
2026-01-13T19:27:04.579981,catboost,euro28,traffic,yes,20,sumOfSlots,122.042,22.096,4.941,0.526,0.132,0.033,0.006,success,
2026-01-13T19:27:04.579994,catboost,euro28,traffic,yes,20,avgActiveTransceivers,4.007,0.753,0.168,0.269,0.187,0.02,0.004,success,
2026-01-13T19:27:11.734620,catboost,euro28,traffic,no,20,highestSlot,8.811,1.007,0.225,-0.008,0.161,0.09,0.01,success,
2026-01-13T19:27:11.734678,catboost,euro28,traffic,no,20,avgHighestSlot,4.68,0.531,0.119,-0.022,0.163,0.071,0.008,success,
2026-01-13T19:27:11.734706,catboost,euro28,traffic,no,20,sumOfSlots,177.211,24.326,5.439,0.075,0.152,0.048,0.007,success,
2026-01-13T19:27:11.734731,catboost,euro28,traffic,no,20,avgActiveTransceivers,3.694,0.633,0.142,0.348,0.263,0.018,0.003,success,
2026-01-13T19:27:37.515670,catboost,euro28,all,yes,20,highestSlot,7.895,0.947,0.212,0.186,0.106,0.081,0.009,success,
2026-01-13T19:27:37.515727,catboost,euro28,all,yes,20,avgHighestSlot,3.245,0.406,0.091,0.478,0.078,0.049,0.006,success,
2026-01-13T19:27:37.515755,catboost,euro28,all,yes,20,sumOfSlots,104.912,18.37,4.108,0.662,0.081,0.028,0.005,success,
2026-01-13T19:27:37.515780,catboost,euro28,all,yes,20,avgActiveTransceivers,2.996,0.65,0.145,0.585,0.13,0.015,0.003,success,
2026-01-13T19:27:51.305455,catboost,euro28,all,no,20,highestSlot,8.941,1.148,0.257,-0.077,0.215,0.092,0.011,success,
2026-01-13T19:27:51.305510,catboost,euro28,all,no,20,avgHighestSlot,4.427,0.566,0.127,0.055,0.166,0.067,0.008,success,
2026-01-13T19:27:51.305523,catboost,euro28,all,no,20,sumOfSlots,168.725,25.711,5.749,0.157,0.171,0.046,0.007,success,
2026-01-13T19:27:51.305534,catboost,euro28,all,no,20,avgActiveTransceivers,2.875,0.541,0.121,0.633,0.112,0.014,0.003,success,
2026-01-13T19:28:03.821429,catboost,us26,basic,yes,20,highestSlot,18.273,1.971,0.441,0.145,0.162,0.125,0.013,success,
2026-01-13T19:28:03.821505,catboost,us26,basic,yes,20,avgHighestSlot,4.232,0.708,0.158,0.524,0.091,0.064,0.01,success,
2026-01-13T19:28:03.821533,catboost,us26,basic,yes,20,sumOfSlots,79.681,13.389,2.994,0.759,0.051,0.025,0.004,success,
2026-01-13T19:28:03.821558,catboost,us26,basic,yes,20,avgActiveTransceivers,3.83,0.584,0.131,0.453,0.107,0.019,0.003,success,
2026-01-13T19:28:10.177865,catboost,us26,basic,no,20,highestSlot,20.731,3.165,0.708,-0.219,0.305,0.141,0.021,success,
2026-01-13T19:28:10.177926,catboost,us26,basic,no,20,avgHighestSlot,6.286,1.074,0.24,-0.141,0.222,0.094,0.016,success,
2026-01-13T19:28:10.177959,catboost,us26,basic,no,20,sumOfSlots,164.242,26.529,5.932,0.009,0.181,0.052,0.008,success,
2026-01-13T19:28:10.177990,catboost,us26,basic,no,20,avgActiveTransceivers,3.199,0.457,0.102,0.621,0.124,0.016,0.002,success,
2026-01-13T19:28:22.242646,catboost,us26,topology,yes,20,highestSlot,18.032,2.226,0.498,0.191,0.166,0.124,0.015,success,
2026-01-13T19:28:22.242682,catboost,us26,topology,yes,20,avgHighestSlot,4.447,0.61,0.136,0.474,0.103,0.067,0.009,success,
2026-01-13T19:28:22.242694,catboost,us26,topology,yes,20,sumOfSlots,102.622,13.689,3.061,0.587,0.14,0.033,0.004,success,
2026-01-13T19:28:22.242705,catboost,us26,topology,yes,20,avgActiveTransceivers,5.207,0.725,0.162,-0.114,0.086,0.026,0.004,success,
2026-01-13T19:28:27.633663,catboost,us26,topology,no,20,highestSlot,20.895,3.168,0.708,-0.16,0.238,0.142,0.022,success,
2026-01-13T19:28:27.633721,catboost,us26,topology,no,20,avgHighestSlot,5.995,0.86,0.192,-0.118,0.258,0.09,0.012,success,
2026-01-13T19:28:27.633749,catboost,us26,topology,no,20,sumOfSlots,171.794,16.072,3.594,-0.093,0.229,0.055,0.005,success,
2026-01-13T19:28:27.633774,catboost,us26,topology,no,20,avgActiveTransceivers,5.754,0.666,0.149,-0.297,0.243,0.029,0.003,success,
2026-01-13T19:28:42.105827,catboost,us26,distribution,yes,20,highestSlot,17.769,1.796,0.402,0.184,0.15,0.122,0.012,success,
2026-01-13T19:28:42.105886,catboost,us26,distribution,yes,20,avgHighestSlot,4.156,0.759,0.17,0.544,0.093,0.063,0.011,success,
2026-01-13T19:28:42.105913,catboost,us26,distribution,yes,20,sumOfSlots,77.095,13.974,3.125,0.767,0.057,0.024,0.004,success,
2026-01-13T19:28:42.105938,catboost,us26,distribution,yes,20,avgActiveTransceivers,3.662,0.534,0.119,0.486,0.114,0.018,0.003,success,
2026-01-13T19:28:49.805039,catboost,us26,distribution,no,20,highestSlot,21.945,3.283,0.734,-0.355,0.309,0.149,0.022,success,
2026-01-13T19:28:49.805074,catboost,us26,distribution,no,20,avgHighestSlot,6.154,1.097,0.245,-0.138,0.19,0.092,0.016,success,
2026-01-13T19:28:49.805087,catboost,us26,distribution,no,20,sumOfSlots,164.032,27.455,6.139,0.035,0.178,0.052,0.008,success,
2026-01-13T19:28:49.805103,catboost,us26,distribution,no,20,avgActiveTransceivers,3.201,0.492,0.11,0.609,0.158,0.016,0.002,success,
2026-01-13T19:29:04.680953,catboost,us26,traffic,yes,20,highestSlot,17.717,1.883,0.421,0.2,0.141,0.122,0.013,success,
2026-01-13T19:29:04.680989,catboost,us26,traffic,yes,20,avgHighestSlot,4.127,0.692,0.155,0.546,0.076,0.062,0.01,success,
2026-01-13T19:29:04.681002,catboost,us26,traffic,yes,20,sumOfSlots,94.525,14.346,3.208,0.667,0.08,0.03,0.004,success,
2026-01-13T19:29:04.681013,catboost,us26,traffic,yes,20,avgActiveTransceivers,4.76,0.765,0.171,0.111,0.124,0.024,0.004,success,
2026-01-13T19:29:12.117437,catboost,us26,traffic,no,20,highestSlot,19.948,3.197,0.715,-0.146,0.359,0.136,0.021,success,
2026-01-13T19:29:12.117475,catboost,us26,traffic,no,20,avgHighestSlot,5.975,0.864,0.193,-0.06,0.13,0.09,0.012,success,
2026-01-13T19:29:12.117498,catboost,us26,traffic,no,20,sumOfSlots,174.503,23.113,5.168,-0.076,0.169,0.056,0.007,success,
2026-01-13T19:29:12.117510,catboost,us26,traffic,no,20,avgActiveTransceivers,4.278,0.581,0.13,0.288,0.185,0.021,0.003,success,
2026-01-13T19:29:38.170993,catboost,us26,all,yes,20,highestSlot,17.159,2.043,0.457,0.226,0.129,0.118,0.013,success,
2026-01-13T19:29:38.171029,catboost,us26,all,yes,20,avgHighestSlot,3.993,0.71,0.159,0.576,0.073,0.06,0.01,success,
2026-01-13T19:29:38.171041,catboost,us26,all,yes,20,sumOfSlots,78.807,14.583,3.261,0.762,0.045,0.025,0.004,success,
2026-01-13T19:29:38.171053,catboost,us26,all,yes,20,avgActiveTransceivers,3.503,0.582,0.13,0.521,0.101,0.017,0.003,success,
2026-01-13T19:29:51.871883,catboost,us26,all,no,20,highestSlot,20.343,2.907,0.65,-0.2,0.276,0.138,0.019,success,
2026-01-13T19:29:51.871955,catboost,us26,all,no,20,avgHighestSlot,5.846,0.956,0.214,-0.03,0.153,0.088,0.014,success,
2026-01-13T19:29:51.871993,catboost,us26,all,no,20,sumOfSlots,159.391,21.57,4.823,0.063,0.126,0.051,0.007,success,
2026-01-13T19:29:51.872029,catboost,us26,all,no,20,avgActiveTransceivers,3.087,0.496,0.111,0.631,0.112,0.015,0.002,success,
2026-01-13T19:30:20.009574,catboost,both,basic,yes,20,highestSlot,12.977,2.17,0.485,0.722,0.068,0.101,0.012,success,
2026-01-13T19:30:20.009615,catboost,both,basic,yes,20,avgHighestSlot,3.353,0.413,0.092,0.588,0.087,0.051,0.007,success,
2026-01-13T19:30:20.009627,catboost,both,basic,yes,20,sumOfSlots,77.922,10.555,2.36,0.903,0.024,0.023,0.003,success,
2026-01-13T19:30:20.009638,catboost,both,basic,yes,20,avgActiveTransceivers,3.292,0.395,0.088,0.572,0.083,0.016,0.002,success,
2026-01-13T19:30:29.507596,catboost,both,basic,no,20,highestSlot,29.498,2.632,0.589,-0.181,0.173,0.238,0.018,success,
2026-01-13T19:30:29.507635,catboost,both,basic,no,20,avgHighestSlot,5.151,0.549,0.123,-0.02,0.128,0.078,0.008,success,
2026-01-13T19:30:29.507647,catboost,both,basic,no,20,sumOfSlots,307.526,34.921,7.809,-0.229,0.275,0.091,0.01,success,
2026-01-13T19:30:29.507658,catboost,both,basic,no,20,avgActiveTransceivers,2.964,0.246,0.055,0.634,0.102,0.015,0.001,success,
2026-01-13T19:30:53.473653,catboost,both,topology,yes,20,highestSlot,13.17,2.347,0.525,0.722,0.07,0.103,0.013,success,
2026-01-13T19:30:53.473689,catboost,both,topology,yes,20,avgHighestSlot,3.795,0.325,0.073,0.464,0.103,0.057,0.005,success,
2026-01-13T19:30:53.473701,catboost,both,topology,yes,20,sumOfSlots,110.727,14.306,3.199,0.816,0.04,0.032,0.004,success,
2026-01-13T19:30:53.473712,catboost,both,topology,yes,20,avgActiveTransceivers,5.206,0.581,0.13,-0.118,0.139,0.026,0.003,success,
2026-01-13T19:31:01.287840,catboost,both,topology,no,20,highestSlot,16.181,2.283,0.51,0.574,0.101,0.126,0.011,success,
2026-01-13T19:31:01.287877,catboost,both,topology,no,20,avgHighestSlot,5.244,0.498,0.111,-0.135,0.198,0.079,0.007,success,
2026-01-13T19:31:01.287889,catboost,both,topology,no,20,sumOfSlots,208.689,13.296,2.973,0.367,0.094,0.062,0.004,success,
2026-01-13T19:31:01.287900,catboost,both,topology,no,20,avgActiveTransceivers,5.539,0.513,0.115,-0.211,0.219,0.027,0.002,success,
2026-01-13T19:31:35.970831,catboost,both,distribution,yes,20,highestSlot,13.42,2.128,0.476,0.713,0.065,0.104,0.012,success,
2026-01-13T19:31:35.970893,catboost,both,distribution,yes,20,avgHighestSlot,3.294,0.382,0.085,0.591,0.078,0.05,0.006,success,
2026-01-13T19:31:35.970921,catboost,both,distribution,yes,20,sumOfSlots,77.852,10.508,2.35,0.903,0.024,0.023,0.003,success,
2026-01-13T19:31:35.970946,catboost,both,distribution,yes,20,avgActiveTransceivers,3.195,0.35,0.078,0.59,0.075,0.016,0.002,success,
2026-01-13T19:31:47.756921,catboost,both,distribution,no,20,highestSlot,31.472,2.798,0.626,-0.382,0.16,0.253,0.018,success,
2026-01-13T19:31:47.756957,catboost,both,distribution,no,20,avgHighestSlot,5.106,0.716,0.16,-0.002,0.135,0.077,0.011,success,
2026-01-13T19:31:47.756970,catboost,both,distribution,no,20,sumOfSlots,305.87,26.647,5.958,-0.197,0.19,0.09,0.008,success,
2026-01-13T19:31:47.756981,catboost,both,distribution,no,20,avgActiveTransceivers,2.99,0.262,0.059,0.637,0.075,0.015,0.001,success,
2026-01-13T19:32:22.430979,catboost,both,traffic,yes,20,highestSlot,13.307,2.009,0.449,0.723,0.063,0.104,0.012,success,
2026-01-13T19:32:22.431052,catboost,both,traffic,yes,20,avgHighestSlot,3.493,0.371,0.083,0.553,0.089,0.053,0.006,success,
2026-01-13T19:32:22.431087,catboost,both,traffic,yes,20,sumOfSlots,94.878,11.507,2.573,0.862,0.027,0.028,0.003,success,
2026-01-13T19:32:22.431119,catboost,both,traffic,yes,20,avgActiveTransceivers,4.232,0.469,0.105,0.261,0.091,0.021,0.002,success,
2026-01-13T19:32:33.900364,catboost,both,traffic,no,20,highestSlot,19.954,2.878,0.644,0.394,0.109,0.159,0.017,success,
2026-01-13T19:32:33.900439,catboost,both,traffic,no,20,avgHighestSlot,4.884,0.542,0.121,0.062,0.096,0.074,0.008,success,
2026-01-13T19:32:33.900473,catboost,both,traffic,no,20,sumOfSlots,232.232,22.501,5.031,0.244,0.126,0.068,0.007,success,
2026-01-13T19:32:33.900542,catboost,both,traffic,no,20,avgActiveTransceivers,3.744,0.507,0.113,0.437,0.096,0.019,0.002,success,
2026-01-13T19:33:32.223910,catboost,both,all,yes,20,highestSlot,13.439,2.098,0.469,0.715,0.063,0.105,0.012,success,
2026-01-13T19:33:32.224003,catboost,both,all,yes,20,avgHighestSlot,3.233,0.403,0.09,0.607,0.081,0.049,0.006,success,
2026-01-13T19:33:32.224051,catboost,both,all,yes,20,sumOfSlots,78.554,11.083,2.478,0.903,0.024,0.023,0.003,success,
2026-01-13T19:33:32.224096,catboost,both,all,yes,20,avgActiveTransceivers,2.989,0.338,0.076,0.632,0.069,0.015,0.002,success,
2026-01-13T19:34:05.580530,catboost,both,all,no,20,highestSlot,16.981,2.224,0.497,0.514,0.093,0.133,0.012,success,
2026-01-13T19:34:05.580566,catboost,both,all,no,20,avgHighestSlot,4.954,0.6,0.134,0.055,0.135,0.075,0.009,success,
2026-01-13T19:34:05.580578,catboost,both,all,no,20,sumOfSlots,188.838,19.745,4.415,0.498,0.099,0.056,0.006,success,
2026-01-13T19:34:05.580589,catboost,both,all,no,20,avgActiveTransceivers,2.904,0.328,0.073,0.642,0.054,0.014,0.002,success,
