timestamp,model,graph,features,graph_features,runs,target,mae_mean,mae_std,mae_stderr,r2_mean,r2_std,status,error
2026-01-12T12:18:05.859385,lightgbm,both,topology,no,20,avgHighestSlot,5.542,0.477,0.107,-0.219,0.233,success,
2026-01-12T12:18:05.859414,lightgbm,both,topology,no,20,sumOfSlots,217.172,13.248,2.962,0.309,0.099,success,
2026-01-12T12:18:05.859433,lightgbm,both,topology,no,20,avgActiveTransceivers,5.694,0.581,0.13,-0.308,0.22,success,
2026-01-12T12:18:15.196112,lightgbm,both,distribution,yes,20,highestSlot,14.361,1.901,0.425,0.651,0.082,success,
2026-01-12T12:18:15.196150,lightgbm,both,distribution,yes,20,avgHighestSlot,3.608,0.333,0.074,0.525,0.083,success,
2026-01-12T12:18:15.196161,lightgbm,both,distribution,yes,20,sumOfSlots,81.727,11.145,2.492,0.897,0.025,success,
2026-01-12T12:18:15.196171,lightgbm,both,distribution,yes,20,avgActiveTransceivers,3.28,0.313,0.07,0.563,0.111,success,
2026-01-12T12:18:20.314371,lightgbm,both,distribution,no,20,highestSlot,32.944,3.14,0.702,-0.611,0.259,success,
2026-01-12T12:18:20.314410,lightgbm,both,distribution,no,20,avgHighestSlot,5.618,0.797,0.178,-0.177,0.205,success,
2026-01-12T12:18:20.314421,lightgbm,both,distribution,no,20,sumOfSlots,320.802,34.535,7.722,-0.331,0.219,success,
2026-01-12T12:18:20.314430,lightgbm,both,distribution,no,20,avgActiveTransceivers,3.285,0.271,0.06,0.574,0.111,success,
2026-01-12T12:18:30.256167,lightgbm,both,traffic,yes,20,highestSlot,14.593,2.035,0.455,0.654,0.079,success,
2026-01-12T12:18:30.256199,lightgbm,both,traffic,yes,20,avgHighestSlot,3.88,0.396,0.089,0.45,0.134,success,
2026-01-12T12:18:30.256210,lightgbm,both,traffic,yes,20,sumOfSlots,106.764,11.676,2.611,0.83,0.034,success,
2026-01-12T12:18:30.256219,lightgbm,both,traffic,yes,20,avgActiveTransceivers,4.287,0.403,0.09,0.254,0.143,success,
2026-01-12T12:18:35.343378,lightgbm,both,traffic,no,20,highestSlot,20.189,2.551,0.57,0.364,0.14,success,
2026-01-12T12:18:35.343414,lightgbm,both,traffic,no,20,avgHighestSlot,5.584,0.422,0.094,-0.161,0.198,success,
2026-01-12T12:18:35.343427,lightgbm,both,traffic,no,20,sumOfSlots,249.585,27.824,6.222,0.108,0.181,success,
2026-01-12T12:18:35.343437,lightgbm,both,traffic,no,20,avgActiveTransceivers,4.08,0.421,0.094,0.305,0.163,success,
2026-01-12T12:18:46.000222,lightgbm,both,all,yes,20,highestSlot,14.628,2.111,0.472,0.643,0.086,success,
2026-01-12T12:18:46.000256,lightgbm,both,all,yes,20,avgHighestSlot,3.542,0.408,0.091,0.542,0.099,success,
2026-01-12T12:18:46.000267,lightgbm,both,all,yes,20,sumOfSlots,78.317,10.266,2.296,0.903,0.025,success,
2026-01-12T12:18:46.000276,lightgbm,both,all,yes,20,avgActiveTransceivers,2.865,0.295,0.066,0.677,0.091,success,
2026-01-12T12:18:52.310788,lightgbm,both,all,no,20,highestSlot,18.26,2.165,0.484,0.439,0.117,success,
2026-01-12T12:18:52.310856,lightgbm,both,all,no,20,avgHighestSlot,5.257,0.564,0.126,-0.031,0.175,success,
2026-01-12T12:18:52.310895,lightgbm,both,all,no,20,sumOfSlots,205.895,24.213,5.414,0.388,0.113,success,
2026-01-12T12:18:52.310924,lightgbm,both,all,no,20,avgActiveTransceivers,2.8,0.257,0.057,0.694,0.083,success,
2026-01-12T12:19:05.381774,catboost,euro28,basic,yes,20,highestSlot,7.647,0.931,0.208,0.198,0.104,success,
2026-01-12T12:19:05.381816,catboost,euro28,basic,yes,20,avgHighestSlot,3.274,0.388,0.087,0.481,0.09,success,
2026-01-12T12:19:05.381829,catboost,euro28,basic,yes,20,sumOfSlots,104.77,20.038,4.481,0.656,0.096,success,
2026-01-12T12:19:05.381841,catboost,euro28,basic,yes,20,avgActiveTransceivers,3.234,0.73,0.163,0.526,0.13,success,
2026-01-12T12:19:11.862862,catboost,euro28,basic,no,20,highestSlot,9.799,1.353,0.303,-0.299,0.291,success,
2026-01-12T12:19:11.862895,catboost,euro28,basic,no,20,avgHighestSlot,4.634,0.489,0.109,-0.08,0.208,success,
2026-01-12T12:19:11.862905,catboost,euro28,basic,no,20,sumOfSlots,173.372,22.507,5.033,0.057,0.233,success,
2026-01-12T12:19:11.862915,catboost,euro28,basic,no,20,avgActiveTransceivers,2.97,0.451,0.101,0.611,0.138,success,
2026-01-12T12:19:24.463910,catboost,euro28,topology,yes,20,highestSlot,8.168,0.776,0.174,0.068,0.135,success,
2026-01-12T12:19:24.463944,catboost,euro28,topology,yes,20,avgHighestSlot,3.78,0.511,0.114,0.339,0.116,success,
2026-01-12T12:19:24.463954,catboost,euro28,topology,yes,20,sumOfSlots,137.252,25.639,5.733,0.432,0.161,success,
2026-01-12T12:19:24.463965,catboost,euro28,topology,yes,20,avgActiveTransceivers,4.941,0.811,0.181,-0.095,0.218,success,
2026-01-12T12:19:30.649245,catboost,euro28,topology,no,20,highestSlot,9.175,0.883,0.197,-0.136,0.247,success,
2026-01-12T12:19:30.649282,catboost,euro28,topology,no,20,avgHighestSlot,4.855,0.676,0.151,-0.087,0.225,success,
2026-01-12T12:19:30.649293,catboost,euro28,topology,no,20,sumOfSlots,189.762,29.029,6.491,-0.158,0.196,success,
2026-01-12T12:19:30.649302,catboost,euro28,topology,no,20,avgActiveTransceivers,5.236,0.83,0.186,-0.304,0.47,success,
2026-01-12T12:19:46.369239,catboost,euro28,distribution,yes,20,highestSlot,8.003,0.825,0.185,0.168,0.107,success,
2026-01-12T12:19:46.369293,catboost,euro28,distribution,yes,20,avgHighestSlot,3.275,0.403,0.09,0.478,0.078,success,
2026-01-12T12:19:46.369317,catboost,euro28,distribution,yes,20,sumOfSlots,106.848,17.724,3.963,0.657,0.081,success,
2026-01-12T12:19:46.369339,catboost,euro28,distribution,yes,20,avgActiveTransceivers,3.203,0.753,0.168,0.532,0.155,success,
2026-01-12T12:19:54.247545,catboost,euro28,distribution,no,20,highestSlot,9.455,1.005,0.225,-0.15,0.233,success,
2026-01-12T12:19:54.247599,catboost,euro28,distribution,no,20,avgHighestSlot,4.408,0.509,0.114,0.034,0.194,success,
2026-01-12T12:19:54.247623,catboost,euro28,distribution,no,20,sumOfSlots,168.702,19.504,4.361,0.147,0.199,success,
2026-01-12T12:19:54.247645,catboost,euro28,distribution,no,20,avgActiveTransceivers,2.947,0.555,0.124,0.598,0.116,success,
2026-01-12T12:20:09.920724,catboost,euro28,traffic,yes,20,highestSlot,8.021,0.843,0.189,0.14,0.107,success,
2026-01-12T12:20:09.920757,catboost,euro28,traffic,yes,20,avgHighestSlot,3.507,0.444,0.099,0.406,0.106,success,
2026-01-12T12:20:09.920767,catboost,euro28,traffic,yes,20,sumOfSlots,122.042,22.096,4.941,0.526,0.132,success,
2026-01-12T12:20:09.920777,catboost,euro28,traffic,yes,20,avgActiveTransceivers,4.007,0.753,0.168,0.269,0.187,success,
2026-01-12T12:20:18.392790,catboost,euro28,traffic,no,20,highestSlot,8.811,1.007,0.225,-0.008,0.161,success,
2026-01-12T12:20:18.392860,catboost,euro28,traffic,no,20,avgHighestSlot,4.68,0.531,0.119,-0.022,0.163,success,
2026-01-12T12:20:18.392890,catboost,euro28,traffic,no,20,sumOfSlots,177.211,24.326,5.439,0.075,0.152,success,
2026-01-12T12:20:18.392918,catboost,euro28,traffic,no,20,avgActiveTransceivers,3.694,0.633,0.142,0.348,0.263,success,
2026-01-12T12:20:45.231381,catboost,euro28,all,yes,20,highestSlot,7.895,0.947,0.212,0.186,0.106,success,
2026-01-12T12:20:45.231417,catboost,euro28,all,yes,20,avgHighestSlot,3.245,0.406,0.091,0.478,0.078,success,
2026-01-12T12:20:45.231428,catboost,euro28,all,yes,20,sumOfSlots,104.912,18.37,4.108,0.662,0.081,success,
2026-01-12T12:20:45.231438,catboost,euro28,all,yes,20,avgActiveTransceivers,2.996,0.65,0.145,0.585,0.13,success,
2026-01-12T12:21:00.024909,catboost,euro28,all,no,20,highestSlot,8.941,1.148,0.257,-0.077,0.215,success,
2026-01-12T12:21:00.024999,catboost,euro28,all,no,20,avgHighestSlot,4.427,0.566,0.127,0.055,0.166,success,
2026-01-12T12:21:00.025048,catboost,euro28,all,no,20,sumOfSlots,168.725,25.711,5.749,0.157,0.171,success,
2026-01-12T12:21:00.025071,catboost,euro28,all,no,20,avgActiveTransceivers,2.875,0.541,0.121,0.633,0.112,success,
2026-01-12T12:21:13.656956,catboost,us26,basic,yes,20,highestSlot,18.273,1.971,0.441,0.145,0.162,success,
2026-01-12T12:21:13.657031,catboost,us26,basic,yes,20,avgHighestSlot,4.232,0.708,0.158,0.524,0.091,success,
2026-01-12T12:21:13.657061,catboost,us26,basic,yes,20,sumOfSlots,79.681,13.389,2.994,0.759,0.051,success,
2026-01-12T12:21:13.657088,catboost,us26,basic,yes,20,avgActiveTransceivers,3.83,0.584,0.131,0.453,0.107,success,
2026-01-12T12:21:19.974771,catboost,us26,basic,no,20,highestSlot,20.731,3.165,0.708,-0.219,0.305,success,
2026-01-12T12:21:19.974807,catboost,us26,basic,no,20,avgHighestSlot,6.286,1.074,0.24,-0.141,0.222,success,
2026-01-12T12:21:19.974818,catboost,us26,basic,no,20,sumOfSlots,164.242,26.529,5.932,0.009,0.181,success,
2026-01-12T12:21:19.974829,catboost,us26,basic,no,20,avgActiveTransceivers,3.199,0.457,0.102,0.621,0.124,success,
2026-01-12T12:21:32.581036,catboost,us26,topology,yes,20,highestSlot,18.032,2.226,0.498,0.191,0.166,success,
2026-01-12T12:21:32.581068,catboost,us26,topology,yes,20,avgHighestSlot,4.447,0.61,0.136,0.474,0.103,success,
2026-01-12T12:21:32.581078,catboost,us26,topology,yes,20,sumOfSlots,102.622,13.689,3.061,0.587,0.14,success,
2026-01-12T12:21:32.581089,catboost,us26,topology,yes,20,avgActiveTransceivers,5.207,0.725,0.162,-0.114,0.086,success,
2026-01-12T12:21:38.457703,catboost,us26,topology,no,20,highestSlot,20.895,3.168,0.708,-0.16,0.238,success,
2026-01-12T12:21:38.457739,catboost,us26,topology,no,20,avgHighestSlot,5.995,0.86,0.192,-0.118,0.258,success,
2026-01-12T12:21:38.457750,catboost,us26,topology,no,20,sumOfSlots,171.794,16.072,3.594,-0.093,0.229,success,
2026-01-12T12:21:38.457760,catboost,us26,topology,no,20,avgActiveTransceivers,5.754,0.666,0.149,-0.297,0.243,success,
2026-01-12T12:21:54.677400,catboost,us26,distribution,yes,20,highestSlot,17.769,1.796,0.402,0.184,0.15,success,
2026-01-12T12:21:54.677433,catboost,us26,distribution,yes,20,avgHighestSlot,4.156,0.759,0.17,0.544,0.093,success,
2026-01-12T12:21:54.677444,catboost,us26,distribution,yes,20,sumOfSlots,77.095,13.974,3.125,0.767,0.057,success,
2026-01-12T12:21:54.677454,catboost,us26,distribution,yes,20,avgActiveTransceivers,3.662,0.534,0.119,0.486,0.114,success,
2026-01-12T12:22:02.691522,catboost,us26,distribution,no,20,highestSlot,21.945,3.283,0.734,-0.355,0.309,success,
2026-01-12T12:22:02.691558,catboost,us26,distribution,no,20,avgHighestSlot,6.154,1.097,0.245,-0.138,0.19,success,
2026-01-12T12:22:02.691570,catboost,us26,distribution,no,20,sumOfSlots,164.032,27.455,6.139,0.035,0.178,success,
2026-01-12T12:22:02.691579,catboost,us26,distribution,no,20,avgActiveTransceivers,3.201,0.492,0.11,0.609,0.158,success,
2026-01-12T12:22:18.139956,catboost,us26,traffic,yes,20,highestSlot,17.717,1.883,0.421,0.2,0.141,success,
2026-01-12T12:22:18.139992,catboost,us26,traffic,yes,20,avgHighestSlot,4.127,0.692,0.155,0.546,0.076,success,
2026-01-12T12:22:18.140002,catboost,us26,traffic,yes,20,sumOfSlots,94.525,14.346,3.208,0.667,0.08,success,
2026-01-12T12:22:18.140012,catboost,us26,traffic,yes,20,avgActiveTransceivers,4.76,0.765,0.171,0.111,0.124,success,
2026-01-12T12:22:26.320753,catboost,us26,traffic,no,20,highestSlot,19.948,3.197,0.715,-0.146,0.359,success,
2026-01-12T12:22:26.320788,catboost,us26,traffic,no,20,avgHighestSlot,5.975,0.864,0.193,-0.06,0.13,success,
2026-01-12T12:22:26.320799,catboost,us26,traffic,no,20,sumOfSlots,174.503,23.113,5.168,-0.076,0.169,success,
2026-01-12T12:22:26.320808,catboost,us26,traffic,no,20,avgActiveTransceivers,4.278,0.581,0.13,0.288,0.185,success,
2026-01-12T12:22:53.555901,catboost,us26,all,yes,20,highestSlot,17.159,2.043,0.457,0.226,0.129,success,
2026-01-12T12:22:53.555935,catboost,us26,all,yes,20,avgHighestSlot,3.993,0.71,0.159,0.576,0.073,success,
2026-01-12T12:22:53.555946,catboost,us26,all,yes,20,sumOfSlots,78.807,14.583,3.261,0.762,0.045,success,
2026-01-12T12:22:53.555955,catboost,us26,all,yes,20,avgActiveTransceivers,3.503,0.582,0.13,0.521,0.101,success,
2026-01-12T12:23:08.374804,catboost,us26,all,no,20,highestSlot,20.343,2.907,0.65,-0.2,0.276,success,
2026-01-12T12:23:08.374837,catboost,us26,all,no,20,avgHighestSlot,5.846,0.956,0.214,-0.03,0.153,success,
2026-01-12T12:23:08.374847,catboost,us26,all,no,20,sumOfSlots,159.391,21.57,4.823,0.063,0.126,success,
2026-01-12T12:23:08.374857,catboost,us26,all,no,20,avgActiveTransceivers,3.087,0.496,0.111,0.631,0.112,success,
2026-01-12T12:23:38.308760,catboost,both,basic,yes,20,highestSlot,12.977,2.17,0.485,0.722,0.068,success,
2026-01-12T12:23:38.308814,catboost,both,basic,yes,20,avgHighestSlot,3.353,0.413,0.092,0.588,0.087,success,
2026-01-12T12:23:38.308837,catboost,both,basic,yes,20,sumOfSlots,77.922,10.555,2.36,0.903,0.024,success,
2026-01-12T12:23:38.308859,catboost,both,basic,yes,20,avgActiveTransceivers,3.292,0.395,0.088,0.572,0.083,success,
2026-01-12T12:23:48.258788,catboost,both,basic,no,20,highestSlot,29.498,2.632,0.589,-0.181,0.173,success,
2026-01-12T12:23:48.258822,catboost,both,basic,no,20,avgHighestSlot,5.151,0.549,0.123,-0.02,0.128,success,
2026-01-12T12:23:48.258832,catboost,both,basic,no,20,sumOfSlots,307.526,34.921,7.809,-0.229,0.275,success,
2026-01-12T12:23:48.258842,catboost,both,basic,no,20,avgActiveTransceivers,2.964,0.246,0.055,0.634,0.102,success,
2026-01-12T12:24:13.517383,catboost,both,topology,yes,20,highestSlot,13.17,2.347,0.525,0.722,0.07,success,
2026-01-12T12:24:13.517422,catboost,both,topology,yes,20,avgHighestSlot,3.795,0.325,0.073,0.464,0.103,success,
2026-01-12T12:24:13.517433,catboost,both,topology,yes,20,sumOfSlots,110.727,14.306,3.199,0.816,0.04,success,
2026-01-12T12:24:13.517444,catboost,both,topology,yes,20,avgActiveTransceivers,5.206,0.581,0.13,-0.118,0.139,success,
2026-01-12T12:24:22.084952,catboost,both,topology,no,20,highestSlot,16.181,2.283,0.51,0.574,0.101,success,
2026-01-12T12:24:22.084987,catboost,both,topology,no,20,avgHighestSlot,5.244,0.498,0.111,-0.135,0.198,success,
2026-01-12T12:24:22.084998,catboost,both,topology,no,20,sumOfSlots,208.689,13.296,2.973,0.367,0.094,success,
2026-01-12T12:24:22.085008,catboost,both,topology,no,20,avgActiveTransceivers,5.539,0.513,0.115,-0.211,0.219,success,
2026-01-12T12:24:58.161555,catboost,both,distribution,yes,20,highestSlot,13.42,2.128,0.476,0.713,0.065,success,
2026-01-12T12:24:58.161591,catboost,both,distribution,yes,20,avgHighestSlot,3.294,0.382,0.085,0.591,0.078,success,
2026-01-12T12:24:58.161601,catboost,both,distribution,yes,20,sumOfSlots,77.852,10.508,2.35,0.903,0.024,success,
2026-01-12T12:24:58.161611,catboost,both,distribution,yes,20,avgActiveTransceivers,3.195,0.35,0.078,0.59,0.075,success,
2026-01-12T12:25:10.465292,catboost,both,distribution,no,20,highestSlot,31.472,2.798,0.626,-0.382,0.16,success,
2026-01-12T12:25:10.465325,catboost,both,distribution,no,20,avgHighestSlot,5.106,0.716,0.16,-0.002,0.135,success,
2026-01-12T12:25:10.465336,catboost,both,distribution,no,20,sumOfSlots,305.87,26.647,5.958,-0.197,0.19,success,
2026-01-12T12:25:10.465345,catboost,both,distribution,no,20,avgActiveTransceivers,2.99,0.262,0.059,0.637,0.075,success,
2026-01-12T12:25:46.591484,catboost,both,traffic,yes,20,highestSlot,13.307,2.009,0.449,0.723,0.063,success,
2026-01-12T12:25:46.591520,catboost,both,traffic,yes,20,avgHighestSlot,3.493,0.371,0.083,0.553,0.089,success,
2026-01-12T12:25:46.591531,catboost,both,traffic,yes,20,sumOfSlots,94.878,11.507,2.573,0.862,0.027,success,
2026-01-12T12:25:46.591541,catboost,both,traffic,yes,20,avgActiveTransceivers,4.232,0.469,0.105,0.261,0.091,success,
2026-01-12T12:25:58.773537,catboost,both,traffic,no,20,highestSlot,19.954,2.878,0.644,0.394,0.109,success,
2026-01-12T12:25:58.773573,catboost,both,traffic,no,20,avgHighestSlot,4.884,0.542,0.121,0.062,0.096,success,
2026-01-12T12:25:58.773584,catboost,both,traffic,no,20,sumOfSlots,232.232,22.501,5.031,0.244,0.126,success,
2026-01-12T12:25:58.773594,catboost,both,traffic,no,20,avgActiveTransceivers,3.744,0.507,0.113,0.437,0.096,success,
2026-01-12T12:26:58.615423,catboost,both,all,yes,20,highestSlot,13.439,2.098,0.469,0.715,0.063,success,
2026-01-12T12:26:58.615458,catboost,both,all,yes,20,avgHighestSlot,3.233,0.403,0.09,0.607,0.081,success,
2026-01-12T12:26:58.615469,catboost,both,all,yes,20,sumOfSlots,78.554,11.083,2.478,0.903,0.024,success,
2026-01-12T12:26:58.615478,catboost,both,all,yes,20,avgActiveTransceivers,2.989,0.338,0.076,0.632,0.069,success,
2026-01-12T12:27:33.285455,catboost,both,all,no,20,highestSlot,16.981,2.224,0.497,0.514,0.093,success,
2026-01-12T12:27:33.285507,catboost,both,all,no,20,avgHighestSlot,4.954,0.6,0.134,0.055,0.135,success,
2026-01-12T12:27:33.285531,catboost,both,all,no,20,sumOfSlots,188.838,19.745,4.415,0.498,0.099,success,
2026-01-12T12:27:33.285553,catboost,both,all,no,20,avgActiveTransceivers,2.904,0.328,0.073,0.642,0.054,success,
